Gene symbol,06h [339],06h [340],06h [341],12h [342],12h [343],12h [344],24h [345],24h [346],24h [347],36h [348],36h [349],36h [350],Peripheral lesion [74],Peripheral lesion [75],Peripheral lesion [124],Sham operated [69],Sham operated [70],Sham operated [123],E12.5 [84],E12.5 [86],E12.5 [87],E17.5 [336],E17.5 [337],E17.5 [338]
Bccip,227.981,236.922,239.772,268.843,213.444,230.881,268.083,220.594,201.691,244.708,182.972,190.16,143.193,136.935,137.609,164.33,160.097,178.928,298.624,329.583,379.918,216.417,232.788,235.85
Bcdin3d,78.4138,58.8183,52.891,38.9628,79.4323,53.9632,78.7033,86.5679,63.9902,78.6947,60.4738,86.7718,89.012,81.8272,83.8372,110.209,101.614,92.9051,155.35,147.766,136.972,78.2598,63.4877,83.241
Bche,524.937,545.856,740.473,549.375,399.111,517.774,356.624,411.747,444.691,301.843,244.996,324.01,337.471,465.914,389.698,670.112,587.022,637.719,359.008,440.086,452.008,1062.85,1407.31,959.584
Bckdha,140.128,192.396,179.829,128.577,247.069,188.53,263.164,234.217,164.43,222.07,255.851,279.701,312.703,238.802,309.33,350.308,326.042,320.58,232.751,211.37,224.202,194.119,134.03,180.356
Bckdhb,45.0153,46.1751,45.8388,77.9256,45.8076,36.2032,36.8922,53.6106,71.2802,68.9926,52.7208,39.6935,27.0906,20.0393,20.2366,30.5044,50.4415,29.2479,32.9365,28.2683,30.2781,33.2276,42.3251,32.3715
Bckdk,124.155,151.169,95.2037,109.096,178.357,153.693,159.866,144.133,104.49,150.921,153.51,143.081,186.538,177.014,190.224,207.627,204.69,218.499,292.037,269.834,258.805,144.278,119.921,166.482
Bcl10,487.908,402.383,387.867,409.109,416.654,427.607,464.841,455.251,400.951,437.672,448.126,385.858,380.816,318.959,342.287,254.859,255.132,238.571,467.149,407.963,431.102,364.63,342.128,314.466
Bcl11a,45.7414,33.532,31.7346,38.9628,41.4218,31.4216,19.6758,25.9264,33.2101,18.3262,38.7653,36.0011,44.119,66.7977,43.3641,52.1526,43.8622,48.7465,2177.65,2197.86,69.9279,252.268,275.113,302.905
Bcl11b,170.623,139.075,246.824,66.2367,85.7674,82.6525,39.3517,44.3825,36.4501,40.9644,34.1134,27.6931,158.673,166.994,154.376,209.595,202.497,236.851,893.128,1042.71,667.559,439.392,536.118,642.806
Bcl2,1031.72,1093.36,1251.75,1079.27,999.97,1194.7,794.412,803.719,799.472,854.862,787.71,686.79,834.39,1112.18,804.259,1122.76,1103.87,1169.34,457.268,526.818,597.631,1222.43,1280.34,1234.74
Bcl2a1a,34.1245,23.0876,45.8388,89.6144,28.2643,15.0277,19.6758,26.3659,25.1101,26.9502,38.7653,21.2314,11.6103,10.0197,6.93825,2.95204,3.65518,1.14698,0,0.642461,1.44181,0.874411,0,0
Bcl2a1b,98.0173,87.403,70.5213,116.888,73.0972,66.2586,93.4602,61.5203,76.1402,86.2408,89.9354,75.6946,40.2489,15.0295,32.3785,13.7762,6.57933,10.8963,3.29365,3.21231,0,8.30691,3.52709,4.6245
Bcl2a1d,41.3851,54.9704,74.0473,85.7181,60.427,43.717,51.649,54.05,43.7401,57.1345,43.4171,31.3856,11.6103,6.67977,6.36006,1.96802,2.19311,1.72046,0.548941,0,0,0.437206,0,0
Bcl2l1,1253.17,1107.1,877.99,779.256,1178.33,1304,1323.2,1279.18,1007.64,1532.93,1628.14,1387.43,1063.5,1148.92,1106.07,1334.32,1176.24,1237.59,1462.38,1557.97,1267.35,929.062,814.759,1026.64
Bcl2l10,0,0,0,3.89628,0.97463,2.73231,0,0.439431,0,2.15602,0,0,0,0,1.15637,0,0,1.72046,0,0.642461,0.720906,0,0,0
Bcl2l11,135.046,151.718,165.725,194.814,203.698,206.973,258.245,279.039,199.261,259.8,345.786,217.853,211.307,197.053,174.034,113.161,97.9589,110.683,516.005,501.762,604.12,310.416,257.478,275.158
Bcl2l12,4.35632,3.29822,14.1043,3.89628,13.1575,9.5631,9.83791,22.8504,13.77,19.4042,89.9354,18.4621,10.8362,15.0295,16.7674,9.84012,14.6207,14.9107,73.5582,77.0954,92.276,16.1766,21.1626,30.0593
Bcl2l13,1604.58,1576,1410.43,1328.63,1521.4,1652.37,1465.85,1416.29,1437.75,1205.21,1397.1,1332.04,1794.95,1778.49,1720.69,1918.82,1906.54,1881.61,2082.68,2082.86,2014.93,1343.1,1192.16,1260.18
Bcl2l14,89.3046,66.5142,59.9431,7.79256,16.5687,13.6616,12.2974,4.39431,2.43001,3.23403,1.55061,0.923105,36.3788,51.7682,59.5533,105.289,109.655,98.0665,2.19577,3.21231,1.44181,1.74882,0,9.249
Bcl2l15,3.63027,4.39763,10.5782,7.79256,9.25898,16.3939,9.83791,6.15203,4.86001,5.39005,0,3.69242,6.96615,10.0197,8.09462,7.8721,8.77244,5.73488,2.74471,4.49723,2.16272,6.55809,0,11.5613
Bcl2l2,3934.49,3562.08,3310.97,2423.49,2817.17,3213.88,1962.66,2085.98,1961.83,1738.83,2110.38,1735.44,3215.27,3516.9,3073.64,3980.33,4373.79,3962.23,695.509,730.479,631.514,1279.7,1664.79,1533.02
Bcl3,76.2357,67.6136,88.1516,42.8591,98.9249,97.6802,83.6223,127.874,98.8203,149.843,134.903,168.928,75.0796,65.1278,87.8845,50.1846,48.9794,70.539,2.74471,2.56985,5.04634,19.2371,17.6355,32.3715
Bcl6,1005.58,1002.11,814.521,970.173,901.532,972.021,1037.9,959.278,942.033,1221.39,1290.11,1169.57,696.615,572.791,753.956,671.096,676.209,785.105,18.664,23.1286,41.8126,107.99,109.34,78.6165
Bcl6b,265.736,186.899,190.407,245.466,225.139,216.536,341.868,301.01,299.701,389.162,375.248,306.471,21.6725,21.7093,15.0329,20.6643,14.6207,16.0577,125.708,116.928,174.459,93.9992,95.2316,108.676
Bcl7a,284.613,278.15,243.298,268.843,298.724,329.927,332.03,302.329,302.131,338.495,327.179,312.932,506.207,529.372,495.507,483.15,485.408,501.229,3222.29,3255.99,2350.15,809.705,631.35,906.402
Bcl7b,307.121,334.77,260.929,210.399,391.801,393.453,250.867,298.813,234.901,265.19,265.154,255.7,484.535,475.934,490.303,466.422,398.415,450.188,195.972,218.437,204.737,136.408,95.2316,164.17
Bcl7c,10.8908,10.9941,7.05213,31.1702,18.0306,13.6616,19.6758,12.3041,10.53,17.2482,17.0567,11.0773,13.9323,15.0295,10.4074,18.6962,20.469,9.17581,46.1111,71.3132,67.7652,16.6138,3.52709,27.747
Bcl9,296.23,253.963,197.46,385.732,392.776,435.804,523.869,520.286,473.851,579.969,534.961,556.632,452.8,457.565,389.12,291.268,343.587,392.839,2634.92,2620.6,2967.25,766.422,673.675,732.983
Bcl9l,111.086,119.286,70.5213,116.888,187.616,191.262,268.083,258.825,186.301,294.297,390.754,359.088,260.07,307.27,280.421,207.627,207.614,242.586,831.646,892.379,1043.15,473.494,359.764,631.244
Bclaf1,2575.31,2354.38,2905.48,3089.75,2167.09,2447.47,3020.24,2735.46,3493.54,2662.68,2101.08,2180.37,1849.9,1998.92,1997.06,1831.25,1643.37,1876.45,5035.99,4786.34,4729.15,2448.79,3435.39,2416.3
Bcmo1,9.4387,10.4444,10.5782,11.6888,4.38583,8.88002,7.37844,3.07602,4.86001,3.23403,12.4049,7.38484,17.0284,8.34972,6.36006,9.84012,9.50348,5.16139,2.74471,2.56985,1.44181,3.93485,0,2.31225
Bco2,0,0,0,0,0.487315,0.683079,2.45948,0.439431,4.86001,1.07801,1.55061,0.923105,4.6441,1.66994,5.78187,2.95204,3.65518,2.29395,0.548941,2.56985,1.44181,2.62323,0,9.249
Bcor,275.9,244.069,257.403,222.088,291.902,295.773,346.786,328.255,254.341,422.58,409.361,399.704,280.194,345.678,331.88,234.195,243.435,279.289,1529.9,1548.33,1604.74,826.756,560.808,712.173
Bcorl1,130.69,115.988,98.7298,245.466,202.723,239.078,258.245,317.709,285.121,302.921,355.09,322.164,268.584,282.22,294.297,150.554,151.325,197.853,544.001,594.277,537.796,381.243,257.478,323.715
Bcr,1076.74,1190.11,877.99,872.766,1114.49,1197.44,860.817,949.61,735.482,1026.27,1305.61,1054.19,866.125,890.08,928.569,835.426,831.92,946.829,1136.86,1256.65,1042.43,947.425,758.325,1061.32
Bcs1l,105.278,117.637,102.256,105.2,97.463,103.145,113.136,85.6891,88.2902,83.0068,102.34,83.0794,76.6277,88.507,91.3536,122.017,114.773,118.139,103.75,95.0843,110.299,114.548,112.867,90.1778
Bdh1,255.571,273.203,179.829,303.91,298.724,297.822,268.083,264.977,267.301,225.304,351.989,246.469,413.325,349.018,361.367,330.628,353.822,316.565,662.023,754.892,534.912,1827.08,1446.11,1970.04
Bdh2,1.45211,1.09941,0,0,1.46194,0,9.83791,3.51545,0.810002,1.07801,0,0,2.32205,5.00983,0.578187,7.8721,1.46207,0.573488,3.84259,2.56985,2.88363,3.93485,0,2.31225
Bdkrb1,8.71265,13.1929,14.1043,3.89628,8.28435,12.2954,4.91896,4.83374,6.48002,3.23403,3.10122,7.38484,0.774017,1.66994,0,1.96802,0,0.573488,0,0,0,0.437206,0,0
Bdkrb2,112.538,128.081,42.3128,58.4442,139.372,129.102,182.001,185.44,123.12,220.992,291.515,258.469,108.362,85.1671,105.808,59.0407,53.3657,51.6139,10.4299,17.9889,5.76725,100.995,49.3793,110.988
Bdnf,2085.23,1834.36,2485.88,1831.25,1260.68,1497.31,1697.04,1505.93,1765.8,1463.94,1457.57,1495.43,749.248,841.652,850.514,1173.93,928.416,1247.91,104.299,76.4529,106.694,661.929,733.636,633.557
Bdp1,880.703,854.79,994.35,1219.54,760.698,808.765,912.467,940.382,1002.78,910.918,896.253,855.718,530.976,597.84,549.856,477.246,529.27,516.139,687.275,729.194,701.442,744.999,980.532,751.481
Bean1,2069.98,2069.64,1442.16,1605.27,1790.39,2161.26,1512.58,1708.95,1616.76,1778.72,1685.51,1949.6,2515.56,2433.11,2539.98,2138.26,2472.37,2157.46,76.8518,86.0898,64.8816,976.28,698.365,890.216
Becn1,1271.32,1181.86,1466.84,1375.39,1049.68,1129.81,1020.68,1021.68,1161.54,1057.53,907.107,943.413,832.842,818.272,871.907,995.82,985.437,1018.52,526.984,575.645,526.983,657.557,969.951,769.979
Begain,50.0977,58.2686,45.8388,27.274,100.874,100.413,31.9732,62.8386,46.1701,37.7303,93.0366,82.1563,77.4017,115.226,77.4771,118.081,101.614,120.433,234.947,210.727,224.923,175.319,126.975,258.972
Bend3,384.083,356.758,320.872,315.599,324.064,368.179,233.65,265.856,241.381,222.07,272.907,243.7,202.018,183.694,185.598,122.017,132.318,126.741,927.711,844.194,744.696,207.236,215.153,175.731
Bend4,237.42,233.624,179.829,183.125,166.662,189.896,120.514,190.713,149.04,142.297,165.915,159.697,359.918,477.604,423.233,422.141,437.891,463.952,761.931,758.747,563.028,819.324,793.596,744.545
Bend5,39.933,37.3799,38.7867,35.0665,38.4979,40.9847,49.1896,47.4586,37.2601,38.8084,31.0122,71.0791,86.6899,80.1573,87.3063,47.2326,36.5518,53.9079,191.032,219.722,176.622,258.826,169.301,261.284
Bend6,1607.48,1741.46,2112.11,1301.36,1398.11,1490.48,703.411,863.921,978.483,519.601,596.985,438.475,1282.55,1401.08,1281.84,2315.38,2215.04,2114.45,35.6812,39.1901,52.6262,635.697,783.015,596.561
Bend7,59.5364,54.9704,42.3128,81.8219,71.148,85.3848,76.2438,160.392,132.84,92.7088,77.5305,71.0791,125.391,110.216,120.841,65.9288,76.0278,61.3632,108.69,109.861,92.276,37.1625,24.6897,34.6838
Best1,3.63027,7.69586,3.52606,0,7.30972,2.73231,4.91896,4.83374,4.05001,3.23403,6.20244,0.923105,13.1583,13.3595,12.7201,8.85611,10.2345,12.0433,6.03836,6.42461,8.65088,22.7347,14.1084,16.1858
Best2,0.726054,0.549704,0,0,2.43657,2.73231,0,1.31829,2.43001,2.15602,0,1.84621,0,0,0,0,0,0.573488,0,0,0,0,0,0
Best3,2.90422,3.84793,0,0,2.92389,2.73231,2.45948,3.07602,0.810002,0,6.20244,0,0.774017,6.67977,8.67281,3.93605,8.0414,10.8963,2.74471,2.56985,7.20906,2.18603,7.05419,0
Bet1,275.174,252.314,370.237,350.665,211.495,250.007,280.381,240.369,281.881,325.559,223.288,227.084,332.053,323.969,285.625,403.445,331.16,372.194,341.991,332.153,440.474,305.17,454.995,293.656
Bet1l,561.966,529.365,398.445,436.383,537.021,543.047,509.112,510.179,405.811,471.09,750.496,537.247,508.529,465.914,507.649,535.302,501.491,467.393,226.164,239.638,309.99,366.816,292.749,351.462
Bex1,99.4694,99.4965,70.5213,66.2367,67.2494,60.794,83.6223,41.3065,34.0201,28.0283,18.6073,40.6166,63.4694,78.4873,57.2406,114.145,95.7658,88.8907,475.932,490.841,403.708,809.705,814.759,901.778
Bex2,2361.13,1969.59,2052.17,1355.91,1479.97,1641.44,1069.87,1071.33,977.673,911.996,809.419,805.87,1876.22,1850.3,1986.07,2649.94,2370.02,2327.22,1223.59,1263.08,899.691,2476.33,2366.68,2601.28
Bex4,76.9617,51.1225,66.9952,46.7553,52.63,60.1109,29.5137,35.5939,36.4501,24.7942,12.4049,27.6931,25.5426,43.4185,49.1459,58.0567,57.0209,44.7321,367.242,389.974,299.176,501.912,638.404,427.766
Bex6,0,0,0,0,0,0,0,0,0,0,0,0,0.774017,1.66994,0,0,0.731037,0,0,0.642461,0.720906,0,0,0
Bfar,689.751,627.212,694.635,654.575,695.885,667.368,718.168,744.396,813.242,706.096,738.091,696.021,678.039,683.007,640.632,784.258,837.768,712.846,529.18,533.885,525.541,779.101,857.084,679.802
Bfsp1,24.6858,22.5379,28.2085,31.1702,22.4165,19.1262,7.37844,6.15203,12.15,7.54607,17.0567,1.84621,22.4465,35.0688,26.5966,39.3605,48.9794,37.2767,20.8598,21.8437,17.3018,43.7206,24.6897,16.1858
Bfsp2,0,1.09941,0,0,0.487315,0.683079,4.91896,4.39431,2.43001,2.15602,0,4.61552,2.32205,3.33989,2.89094,7.8721,4.38622,2.29395,3.84259,1.92738,4.32544,0.437206,0,0
Bglap,0,0.549704,0,0,0.97463,0,0,0,0,0,0,0,0.774017,0,0,0,1.46207,0,2.19577,0.642461,0.720906,6.99529,7.05419,0
Bglap2,0,0,0,0,0,0,0,0,0.810002,1.07801,0,0.923105,0,1.66994,1.15637,2.95204,1.46207,0.573488,0,0,0,5.68367,10.5813,0
Bglap3,0.726054,1.09941,3.52606,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46207,0.573488,0,0,0,0,0,0
Bgn,569.226,573.341,447.81,354.561,536.534,586.081,541.085,668.814,558.902,761.075,682.269,712.637,1846.8,2586.74,2667.18,1235.92,1227.41,1399.88,894.775,1044.64,1616.99,3903.81,3294.31,2374.68
Bhlha15,0.726054,2.19882,0,3.89628,3.89852,4.09847,4.91896,3.07602,4.05001,2.15602,0,1.84621,0,0,0,0,0.731037,0,8.23412,5.78215,7.20906,4.80926,0,0
Bhlha9,66.0709,77.5083,91.6777,19.4814,37.5232,34.837,14.7569,9.22805,7.29002,16.1701,13.9555,8.30794,60.3733,100.197,84.9936,209.595,163.752,180.075,2.74471,1.28492,0.720906,26.6695,28.2168,71.6798
Bhlhb9,809.55,724.51,966.142,709.123,537.021,645.509,440.247,427.127,510.301,380.537,277.559,352.626,617.666,676.327,614.035,1058.8,1062.93,1029.41,1383.88,1419.84,1516.07,1885.67,2497.18,1893.73
Bhlhe22,40.659,23.6373,17.6303,58.4442,34.5993,23.9078,66.4059,45.2614,43.7401,60.3685,40.3159,50.7708,17.8024,20.0393,15.6111,12.7922,14.6207,7.45535,243.73,213.297,130.484,13.5534,35.2709,11.5613
Bhlhe23,0.726054,0,0,0,0,0,0,2.63659,0.810002,3.23403,6.20244,0,0,3.33989,0.578187,3.93605,0,2.86744,111.984,112.431,51.9053,0.437206,3.52709,0
Bhlhe40,1504.38,1565.01,1604.36,1075.37,1253.37,1491.84,1042.82,925.881,935.553,800.961,756.698,830.794,760.859,761.494,747.018,576.631,560.705,601.589,96.0648,98.2966,131.926,203.301,257.478,131.798
Bhlhe41,1655.4,1477.6,1540.89,1005.24,804.557,901.664,1276.47,1019.04,1224.72,1214.92,1257.55,1182.5,1170.31,1000.3,1181.24,697.664,616.995,749.549,17.5661,18.6314,57.6725,106.241,88.1774,106.364
Bhmt,0,0,0,0,0,0,0,0,0,0,0,0,0.774017,1.66994,3.46912,0,0,4.01442,0,0,0,2.18603,17.6355,0
Bhmt2,3.63027,2.74852,0,3.89628,3.4112,2.04924,0,0.878862,0.810002,1.07801,0,0,1.54803,1.66994,1.15637,4.92006,5.84829,4.58791,2.19577,0,0,1.74882,17.6355,6.93675
Bicc1,25.4119,42.3272,35.2606,7.79256,31.1881,21.8585,22.1353,49.2163,38.0701,53.9005,44.9677,54.4632,35.6048,38.4087,55.506,30.5044,27.7794,29.8214,63.6772,65.5311,104.531,109.739,67.0148,90.1778
Bicd1,1636.53,1493,1974.6,1589.68,1059.91,1217.25,1274.01,1141.64,1424.79,1324.87,1338.18,1358.81,1821.26,1861.99,1661.71,2036.9,1954.06,1980.25,576.937,649.529,382.801,1550.33,2183.27,1609.33
Bicd2,1908.8,1836.01,1614.94,1959.83,1967.29,2128.47,2476.69,2612.86,2398.42,2969.92,3237.67,3074.86,2789.56,2413.07,2537.09,1763.35,1964.3,1972.8,2645.35,2890.43,2115.86,2845.33,2758.19,3181.66
Bid,562.692,529.365,468.967,354.561,319.678,318.315,309.894,341.877,284.311,260.878,376.798,341.549,387.782,405.796,375.244,553.999,546.815,479.436,119.12,164.47,160.762,213.794,211.626,157.233
Bik,8.71265,9.89467,0,15.5851,15.1068,14.3447,14.7569,12.3041,11.34,12.9361,9.30366,13.8466,3.87008,5.00983,1.73456,2.95204,3.65518,2.86744,8.23412,8.99446,5.04634,6.12088,0,0
Bin1,553.253,552.453,578.274,650.679,773.369,698.789,723.087,753.185,680.402,761.075,962.929,893.565,945.849,813.262,918.162,795.082,767.588,781.664,376.025,391.259,501.03,409.662,447.941,661.304
Bin2,0.726054,1.64911,3.52606,0,3.4112,2.04924,2.45948,2.63659,0.810002,5.39005,4.65183,4.61552,46.441,35.0688,23.1275,12.7922,9.50348,14.3372,50.5026,51.3969,39.6498,8.74411,7.05419,6.93675
Bin3,302.038,261.659,165.725,245.466,250.967,250.007,373.841,302.329,295.651,371.913,268.256,396.012,306.511,288.9,269.435,303.076,258.056,263.805,253.062,247.348,228.527,202.426,169.301,152.609
Birc2,637.475,560.698,803.943,654.575,580.392,597.011,769.817,592.792,680.402,725.501,590.783,615.711,447.382,497.643,486.256,575.647,592.14,578.076,741.62,755.535,782.904,523.772,761.853,575.75
Birc3,239.598,223.18,317.346,272.74,260.713,294.407,295.137,246.96,299.701,335.261,297.717,255.7,99.8482,93.5168,112.747,82.657,71.6416,88.8907,47.209,53.3243,79.2997,55.9623,45.8522,43.9328
Birc5,31.9464,24.7367,28.2085,31.1702,26.8023,27.3231,17.2163,24.6081,25.9201,24.7942,44.9677,47.0783,40.2489,75.1475,32.9567,46.2486,46.0553,38.9972,969.98,867.323,1072.71,187.998,236.315,180.356
Birc6,1923.32,1964.64,2136.79,2485.83,1841.56,1850.46,2375.86,2248.57,2533.69,2344.67,2251.49,2250.53,1582.09,1669.94,1791.8,1436.66,1575.38,1680.32,2209.49,2256.97,2176.42,2451.85,2634.74,2171.2
Birc7,0,0.549704,3.52606,0,1.94926,1.36616,0,3.07602,2.43001,1.07801,0,0,1.54803,1.66994,1.73456,0,0,0,3.29365,5.13969,0.720906,0.437206,0,0
Bivm,357.945,306.735,349.08,323.391,251.454,269.816,295.137,261.901,294.031,301.843,327.179,252.931,354.5,355.698,346.912,363.1,385.987,392.266,530.826,517.824,524.099,949.611,1167.47,950.335
Blcap,1343.93,1220.34,941.459,1114.34,1332.32,1502.77,1746.23,1781.45,1653.21,1604.08,1600.23,1747.44,2074.37,1751.77,1758.85,1157.2,1165.27,1145.83,1214.81,1263.72,1127.5,948.736,811.232,961.896
Blk,2.90422,1.64911,0,0,3.89852,5.46463,0,0.878862,2.43001,0,0,0,0.774017,1.66994,0,1.96802,2.92415,0.573488,0,0,0,1.31162,0,0
Blm,97.2912,87.403,105.782,183.125,98.9249,90.8495,140.19,127.874,157.95,81.9287,74.4293,118.157,68.8875,61.7879,73.4298,67.8968,60.676,70.539,438.604,442.013,424.614,120.669,130.503,92.49
Blmh,487.182,490.336,430.18,514.309,544.818,530.069,590.275,584.443,608.312,639.26,637.301,610.172,586.705,497.643,585.704,580.567,623.574,582.091,1231.28,1246.38,1224.82,905.89,1079.29,943.398
Blnk,7.26054,5.49704,3.52606,3.89628,9.7463,4.78155,2.45948,13.1829,9.72003,11.8581,12.4049,8.30794,11.6103,13.3595,12.7201,7.8721,5.84829,4.58791,2.19577,1.92738,0.720906,3.06044,0,0
Bloc1s1,62.4406,67.6136,63.4692,62.3405,92.1025,61.4771,68.8654,87.0073,87.4802,121.815,127.15,105.234,66.5655,80.1573,98.8701,109.225,121.352,90.6111,104.299,89.9446,80.7415,185.375,88.1774,104.051
Bloc1s2,171.349,173.707,186.881,198.71,142.783,187.164,157.407,156.877,136.89,168.17,145.757,155.082,189.634,161.985,165.362,174.17,192.263,180.075,205.304,183.744,200.412,197.617,215.153,242.786
Bloc1s3,229.433,196.244,186.881,132.473,194.439,211.071,213.975,199.062,163.62,191.886,274.458,197.544,326.635,310.609,312.221,368.02,340.663,344.666,222.321,209.442,183.11,224.287,222.207,226.601
Bloc1s4,156.828,116.537,169.251,89.6144,173.484,126.37,142.65,124.798,123.12,101.333,131.802,139.389,108.362,116.896,131.249,125.954,133.78,142.225,151.508,147.124,158.599,61.646,119.921,115.613
Bloc1s5,328.902,316.63,292.663,210.399,300.186,292.358,209.056,244.763,251.911,233.928,196.928,212.314,390.105,374.067,423.233,521.526,560.705,520.154,365.046,350.142,375.592,304.732,306.857,268.221
Bloc1s6,518.402,486.488,613.535,397.42,430.299,466.543,450.085,412.186,472.231,477.558,410.912,420.936,522.461,502.653,446.361,607.135,622.112,588.972,831.097,794.725,784.346,598.097,648.985,545.691
Blvra,100.921,115.988,123.412,132.473,121.341,93.5818,122.974,138.421,125.55,117.503,125.599,130.158,59.5993,65.1278,84.9936,125.954,100.883,101.507,30.7407,28.2683,36.0453,73.0134,52.9064,73.992
Blvrb,79.8659,100.596,109.308,132.473,173.484,86.751,137.731,147.209,119.88,163.857,220.187,181.852,150.933,126.916,165.362,171.218,176.18,129.608,67.5198,62.9612,41.0917,47.2182,49.3793,64.743
Blzf1,708.629,589.833,669.952,946.796,636.433,747.288,683.735,677.603,897.482,650.04,612.491,561.248,515.495,514.343,515.165,525.462,508.801,560.298,366.144,321.231,300.618,444.638,624.296,467.075
Bmf,70.4272,52.7716,49.3649,38.9628,40.9344,50.5478,83.6223,50.974,34.8301,112.113,72.8787,70.156,178.798,213.753,175.191,125.954,123.545,112.404,1031.46,1076.77,1373.33,316.1,257.478,293.656
Bmi1,1002.68,658.546,906.198,1433.83,778.729,898.248,956.737,853.815,1024.65,995.003,727.236,645.25,530.202,516.013,518.634,481.182,431.312,476.569,1517.82,1525.2,1334.4,500.601,719.527,552.628
Bmp1,132.142,174.256,130.464,222.088,381.08,334.709,659.14,718.909,575.912,1026.27,1076.12,1183.42,437.32,374.067,365.993,180.074,179.835,183.516,584.074,731.121,1156.33,445.513,313.911,464.762
Bmp10,0,0,0,3.89628,0.97463,1.36616,0,0.439431,0.810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bmp15,55.1801,41.7775,63.4692,3.89628,3.89852,5.46463,0,2.19716,1.62,3.23403,0,0,49.5371,83.4972,83.8372,124.97,107.462,100.36,2.74471,0.642461,0.720906,14.4278,35.2709,2.31225
Bmp2,26.1379,31.8828,28.2085,11.6888,31.6755,21.8585,46.7301,75.5821,69.6602,23.7162,55.822,58.1556,15.4803,15.0295,24.2839,16.7282,14.6207,27.5274,35.6812,32.1231,100.206,31.4788,56.4335,27.747
Bmp2k,227.255,252.864,260.929,436.383,384.979,442.635,373.841,416.581,380.701,341.729,333.381,346.164,297.997,305.6,275.217,210.579,184.952,193.266,486.362,436.874,364.779,260.575,285.695,277.47
Bmp3,15.9732,12.6432,7.05213,15.5851,6.33509,10.2462,0,7.47033,5.67002,9.70209,6.20244,13.8466,23.2205,35.0688,20.8147,30.5044,23.3932,24.0865,13.7235,19.2738,54.7889,202.863,201.044,247.411
Bmp4,6.53448,3.29822,3.52606,3.89628,8.28435,6.14771,0,8.34919,7.29002,6.46806,15.5061,4.61552,33.2827,80.1573,54.3496,24.6003,29.2415,35.5563,286.547,321.231,551.493,121.106,112.867,108.676
Bmp5,29.0422,39.029,66.9952,54.5479,29.7262,29.3724,22.1353,25.0476,26.7301,21.5602,35.664,12.9235,77.4017,85.1671,93.6664,91.5131,73.8347,64.8042,134.491,129.135,301.339,70.8273,112.867,76.3043
Bmp6,39.2069,46.1751,24.6824,38.9628,61.889,38.2524,71.3249,70.309,57.5102,47.4324,130.251,57.2325,58.0513,68.4677,65.9134,37.3925,35.0898,38.4237,69.1666,63.6037,36.7662,98.3713,91.7045,150.296
Bmp7,21.7816,10.9941,10.5782,3.89628,15.5941,19.1262,19.6758,18.4561,17.82,17.2482,40.3159,30.4625,190.408,180.354,119.107,121.033,142.552,102.654,487.46,605.841,681.256,394.36,264.532,464.762
Bmp8a,2.90422,5.49704,7.05213,3.89628,4.38583,10.9293,19.6758,13.6224,12.15,8.62408,13.9555,11.0773,6.19214,3.33989,6.36006,3.93605,1.46207,3.44093,5.48941,0.642461,0.720906,2.18603,0,0
Bmp8b,5.08238,3.29822,0,0,3.4112,7.51386,2.45948,2.19716,4.05001,0,4.65183,0.923105,1.54803,0,1.15637,0,1.46207,1.14698,2.19577,1.92738,2.88363,5.24647,3.52709,2.31225
Bmper,228.707,268.256,264.455,229.88,207.596,224.05,154.947,199.062,180.63,183.262,159.713,179.082,147.837,207.073,185.598,159.41,176.911,142.225,190.483,171.537,467.147,363.318,387.98,416.205
Bmpr1a,2666.07,2089.43,2658.65,3124.82,1924.89,2157.16,2466.86,2218.69,2665.72,2638.97,1860.73,2129.6,1315.83,1432.81,1326.94,1575.4,1522.75,1514.58,2323.67,2170.23,3054.48,1813.53,2454.86,1646.32
Bmpr1b,129.964,115.988,183.355,70.133,50.6807,55.3294,36.8922,54.4894,79.3802,43.1204,31.0122,72.9253,94.4301,81.8272,74.008,117.097,133.78,127.314,598.895,511.399,436.148,88.7528,112.867,73.992
