Gene symbol,06h [339],06h [340],06h [341],12h [342],12h [343],12h [344],24h [345],24h [346],24h [347],36h [348],36h [349],36h [350],Peripheral lesion [74],Peripheral lesion [75],Peripheral lesion [124],Sham operated [69],Sham operated [70],Sham operated [123],E12.5 [84],E12.5 [86],E12.5 [87],E17.5 [336],E17.5 [337],E17.5 [338]
BC026585,8.71265,3.29822,3.52606,7.79256,8.28435,6.83079,22.1353,15.3801,13.77,11.8581,24.8098,24.9238,27.8646,36.7388,31.8003,30.5044,32.1656,17.7781,30.7407,28.9108,33.1617,15.7394,0,13.8735
BC026590,401.508,327.074,401.971,292.221,326.988,387.306,312.354,353.303,332.101,320.169,249.648,254.777,288.708,260.511,264.81,333.58,299.725,265.525,765.224,780.591,823.996,383.867,387.98,337.589
BC027072,2.90422,3.84793,0,0,3.89852,1.36616,4.91896,2.19716,0,1.07801,0,4.61552,1.54803,0,1.73456,0.984012,2.92415,1.14698,0,0,0,0,0,0
BC027231,397.878,372.15,405.497,385.732,304.572,340.173,295.137,309.799,317.521,254.41,176.77,296.317,249.233,225.442,209.304,235.179,243.435,242.012,363.399,359.778,392.173,258.389,253.951,256.66
BC028528,0,0,0,0,0.487315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62323,7.05419,0
BC029214,57.3583,65.9645,70.5213,46.7553,51.168,44.4001,31.9732,30.3207,37.2601,28.0283,37.2147,36.9242,61.9214,95.1868,82.1026,86.5931,80.414,74.5535,35.1323,30.8382,17.3018,80.4459,67.0148,62.4308
BC029722,492.265,407.331,447.81,300.013,416.654,437.17,349.246,340.12,315.901,374.069,472.936,432.013,520.139,521.022,532.511,612.055,547.546,507.537,208.598,217.794,180.227,261.449,193.99,367.648
BC030307,17.4253,32.9822,24.6824,31.1702,24.3657,23.2247,46.7301,22.8504,31.5901,34.4963,34.1134,46.1552,38.7008,26.7191,29.4876,23.6163,34.3587,25.2335,62.5793,56.5366,56.2307,54.2135,56.4335,34.6838
BC030336,1686.62,1452.87,1886.44,1761.12,1142.75,1456.32,1202.68,1124.5,1353.51,1293.61,859.038,917.566,976.035,1108.84,880.58,1160.15,1188.67,1180.81,868.425,799.222,884.552,921.63,1319.13,1028.95
BC030476,1.45211,0,0,0,2.92389,4.09847,0,1.31829,0,0,0,2.76931,0,0,1.15637,0,0.731037,0.573488,0,0.642461,0,0.437206,0,0
BC030499,5.08238,12.0935,3.52606,11.6888,10.2336,17.76,4.91896,9.22805,12.15,6.46806,18.6073,2.76931,0.774017,5.00983,0,1.96802,2.19311,1.72046,1.09788,0.642461,5.04634,0.874411,0,2.31225
BC030500,6.53448,8.79527,7.05213,3.89628,10.7209,4.78155,7.37844,7.90976,2.43001,2.15602,4.65183,7.38484,9.2882,10.0197,9.82919,21.6483,18.2759,9.7493,43.3664,58.464,49.0216,27.9812,21.1626,41.6205
BC030867,18.1513,20.8888,17.6303,15.5851,19.9799,13.6616,4.91896,8.78862,5.67002,16.1701,6.20244,13.8466,17.8024,11.6896,14.4547,31.4884,28.5104,25.2335,163.036,145.196,177.343,32.3532,7.05419,34.6838
BC030870,0,0,0,0,1.46194,3.41539,0,0,0,0,0,0,1.54803,0,0.578187,2.95204,0.731037,6.30837,0,0,0,4.37206,7.05419,2.31225
BC031181,1555.93,1461.11,1505.63,1640.33,1587.18,1535.56,1296.15,1323.57,1388.34,1249.41,1524.25,1356.96,1502.37,1489.59,1410.78,1857.81,1807.85,1672.87,1001.27,987.463,838.414,1099.57,1245.06,1391.97
BC031361,177.883,168.759,200.986,198.71,185.18,208.339,137.731,130.511,154.71,100.255,105.442,107.08,73.5316,95.1868,64.757,61.9928,63.6002,71.1125,141.627,131.705,126.159,73.8878,119.921,60.1185
BC033916,5.08238,3.84793,0,11.6888,2.92389,4.78155,2.45948,0.878862,0,2.15602,0,3.69242,3.09607,1.66994,1.73456,0,2.19311,1.14698,2.19577,1.92738,1.44181,0.874411,0,4.6245
BC035044,2.17816,2.19882,0,0,0,1.36616,0,0.878862,0,0,0,0,11.6103,15.0295,6.36006,2.95204,10.2345,8.60232,7.68518,10.9218,15.139,1.74882,0,0
BC037032,15.9732,25.2864,21.1564,15.5851,27.2896,19.1262,19.6758,18.0167,17.82,6.46806,15.5061,12.0004,15.4803,21.7093,20.2366,14.7602,22.6621,20.0721,44.4643,43.6874,45.4171,34.9765,49.3793,53.1818
BC037034,453.784,498.032,461.914,381.835,641.794,525.287,521.409,569.503,464.941,463.544,607.839,588.018,803.43,621.219,734.298,611.071,668.898,613.059,381.514,361.063,356.128,366.378,292.749,487.885
BC037704,23.9598,20.3391,14.1043,38.9628,26.315,22.5416,27.0543,24.6081,21.0601,12.9361,21.7085,18.4621,29.4126,21.7093,15.0329,15.7442,16.0828,22.366,20.8598,26.3409,25.2317,15.3022,14.1084,25.4348
BC039771,0,0,0,0,0,0,0,0,0.810002,0,0,0,0,0,0,0.984012,0,0,0,0.642461,0,0.874411,0,0
BC039966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984012,0,0,0.548941,0,0,0,0,0
BC048403,461.77,405.682,398.445,335.08,375.72,430.34,383.679,342.756,337.771,320.169,279.11,334.164,300.319,327.309,330.145,334.564,282.911,349.828,100.456,93.7994,87.2297,151.273,183.409,164.17
BC048507,18.8774,58.2686,84.6255,38.9628,54.0919,6.14771,27.0543,33.8362,46.1701,46.3544,62.0244,35.078,8.51419,8.34972,14.4547,30.5044,24.1242,21.7926,19.213,23.7711,33.1617,132.911,74.069,85.5533
BC048546,85.6744,97.8473,102.256,93.5107,59.9397,58.0617,27.0543,38.2305,55.0802,33.4183,55.822,32.3087,109.91,103.536,88.4627,166.298,167.407,162.297,0,0,0,60.3344,56.4335,39.3083
BC048562,1.45211,1.09941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC048602,0,0,0,0,0,0.683079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC048609,0.726054,0,0,0,0.487315,0.683079,0,0,0.810002,0,0,0,0,0,0,0,0,0,0.548941,0,0,0.437206,0,0
BC048644,8.71265,3.29822,3.52606,3.89628,1.94926,4.78155,7.37844,6.15203,2.43001,4.31204,0,4.61552,2.32205,0,3.46912,3.93605,0,1.14698,0,0.642461,0.720906,1.74882,14.1084,2.31225
BC048679,0,1.09941,0,0,0,0,0,0,0.810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC049352,15.2471,11.5438,7.05213,0,11.2082,17.077,0,7.47033,7.29002,1.07801,0,0.923105,27.8646,11.6896,15.0329,22.6323,27.0484,25.807,0,0,0,0.874411,0,0
BC049635,93.661,102.795,81.0995,50.6516,48.7315,67.6248,31.9732,24.6081,37.2601,21.5602,0,24.9238,36.3788,43.4185,43.3641,76.7529,65.0623,83.7293,11.5278,14.7766,6.48816,18.3626,17.6355,11.5613
BC049715,9.4387,7.69586,7.05213,27.274,7.79704,9.5631,12.2974,8.78862,4.86001,7.54607,20.1579,3.69242,6.96615,13.3595,6.93825,6.88808,5.11726,4.58791,0.548941,1.28492,7.20906,4.80926,7.05419,4.6245
BC049762,10.1648,12.6432,7.05213,7.79256,7.30972,7.51386,9.83791,10.5463,4.05001,2.15602,6.20244,0.923105,6.19214,3.33989,7.51644,13.7762,11.6966,7.45535,1.09788,0.642461,1.44181,1.74882,0,0
BC051019,2.90422,3.29822,0,0,11.6956,8.19694,12.2974,5.7126,3.24001,6.46806,0,0,0,0,0.578187,0,0,0,1.09788,0,0.720906,0.874411,0,0
BC051142,9.4387,22.5379,17.6303,15.5851,8.77167,15.7108,14.7569,8.78862,9.72003,11.8581,0,11.0773,20.1244,18.3694,24.8621,15.7442,18.2759,19.4986,11.5278,16.0615,7.92997,16.1766,17.6355,6.93675
BC051226,13.795,22.5379,3.52606,11.6888,24.3657,15.0277,14.7569,17.1378,12.15,16.1701,13.9555,13.8466,30.9607,18.3694,26.0184,37.3925,29.2415,24.0865,43.3664,30.8382,30.999,35.4137,24.6897,23.1225
BC051537,0,0,0,0,0,0.683079,0,0,0,0,0,4.61552,0,0,1.15637,0,0,0,0,0,0,0,0,0
BC051628,0,1.64911,0,7.79256,0,0,0,0,0.810002,0,0,2.76931,0,0,1.15637,0,0,0.573488,0.548941,1.28492,0.720906,0,0,0
BC052040,54.454,45.0757,42.3128,74.0293,45.8076,49.8647,44.2706,46.5797,37.2601,62.5246,34.1134,40.6166,54.9552,76.8174,63.6006,67.8968,76.0278,80.2883,276.118,260.839,245.108,69.5157,67.0148,62.4308
BC052688,0,0,0,0,0.487315,0.683079,0,0,0.810002,0,0,0,0,0,0.578187,0.984012,0,0,0,0,0,0,0,0
BC053749,13.069,17.0408,3.52606,0,17.056,17.077,27.0543,28.563,21.8701,40.9644,17.0567,36.0011,28.6386,23.3792,22.5493,22.6323,32.1656,28.1009,120.218,123.995,152.111,62.0832,31.7439,43.9328
BC055111,4.35632,8.24556,7.05213,7.79256,9.7463,7.51386,0,5.27317,3.24001,1.07801,0,2.76931,1.54803,5.00983,3.46912,2.95204,5.11726,4.01442,2.19577,1.28492,1.44181,0,0,0
BC055324,1.45211,6.59645,10.5782,7.79256,9.7463,3.41539,4.91896,8.78862,4.86001,17.2482,1.55061,8.30794,3.87008,3.33989,4.6255,3.93605,6.57933,1.14698,52.1494,50.7545,46.8589,18.7998,10.5813,6.93675
BC055402,0.726054,7.14615,3.52606,3.89628,1.94926,15.0277,0,3.51545,3.24001,1.07801,0,1.84621,0,0,2.31275,0,0,0.573488,1.64682,1.28492,0,0.437206,3.52709,0
BC056474,190.226,186.899,151.621,159.747,192.977,202.874,182.001,148.528,148.23,172.482,210.883,165.236,271.68,255.501,304.705,283.395,294.608,278.142,200.913,234.498,217.714,233.031,123.448,164.17
BC061194,5.80843,6.59645,7.05213,11.6888,10.2336,4.78155,9.83791,12.7435,5.67002,4.31204,26.3604,12.9235,3.87008,1.66994,2.89094,2.95204,3.65518,2.29395,0,0,0.720906,0,0,0
BC061212,0,0,0,0,0.97463,1.36616,0,0.439431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC061237,0,0,0,0,0,0,0,0.878862,0,0,0,0,0,0,0,0,0,0,1.64682,1.92738,0.720906,0,0,0
BC064078,1.45211,0.549704,0,0,2.43657,4.09847,9.83791,10.5463,11.34,7.54607,0,10.1542,13.9323,11.6896,8.67281,16.7282,9.50348,11.4698,14.2725,14.7766,9.37178,4.80926,3.52709,2.31225
BC065397,17.4253,12.0935,14.1043,3.89628,20.9545,19.8093,14.7569,18.8955,10.53,15.0921,21.7085,31.3856,18.5764,16.6994,13.8765,16.7282,16.8138,10.8963,47.209,50.112,61.277,27.9812,28.2168,36.996
BC068157,260.653,251.764,232.72,257.154,260.713,303.287,199.218,230.701,212.221,232.85,249.648,241.853,101.396,141.945,109.277,65.9288,69.4485,85.4497,1335.57,1495.65,830.484,710.022,479.685,610.434
BC068281,87.8525,95.6485,91.6777,62.3405,90.6405,96.9972,93.4602,96.2354,107.73,90.5528,86.8342,88.6181,165.64,156.975,175.191,145.634,177.642,193.839,173.465,183.744,208.342,189.31,190.463,221.976
BC089491,4.35632,4.94734,3.52606,7.79256,2.43657,2.04924,2.45948,3.07602,3.24001,2.15602,1.55061,4.61552,4.6441,5.00983,2.89094,4.92006,5.84829,3.44093,9.332,5.13969,2.88363,17.4882,21.1626,4.6245
BC089597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578187,0,0,0,0,0,0,0,3.52709,0
BC094916,1.45211,2.74852,0,15.5851,0.97463,0.683079,2.45948,1.31829,0.810002,0,0,5.53863,0.774017,0,0,0,0,0,0,0,0,0,0,0
BC100451,9.4387,7.14615,7.05213,11.6888,14.1321,10.9293,22.1353,19.335,15.39,12.9361,10.8543,26.77,12.3843,3.33989,10.9856,6.88808,9.50348,3.44093,3.84259,2.56985,8.65088,6.99529,7.05419,11.5613
BC100530,5.08238,0,0,0,0,4.78155,0,0,0,0,0,0,0,0,0,0,0,0,1.64682,0.642461,1.44181,6.55809,7.05419,2.31225
BC107364,1.45211,0,0,0,0.97463,0.683079,0,2.63659,0,1.07801,0,0.923105,0,0,0,0,0.731037,0.573488,1.09788,0,0,0.437206,3.52709,2.31225
BC147527,1.45211,2.19882,7.05213,3.89628,1.94926,1.36616,0,0.439431,0,0,7.75305,0,4.6441,8.34972,4.6255,8.85611,2.92415,4.01442,0,1.28492,0.720906,0,0,0
Baalc,810.276,666.791,715.791,467.553,423.477,548.512,297.597,263.659,268.921,301.843,327.179,263.085,1054.99,714.736,844.154,442.805,472.981,482.304,124.61,104.079,152.111,196.305,179.882,154.921
Baat,6.53448,16.4911,17.6303,23.3777,14.1321,12.9785,9.83791,13.1829,12.15,9.70209,3.10122,7.38484,2.32205,1.66994,0.578187,2.95204,1.46207,5.16139,4.39153,3.85477,2.16272,0.874411,7.05419,4.6245
Babam1,214.186,233.075,243.298,151.955,314.805,262.302,248.407,263.219,195.211,236.084,297.717,264.931,338.245,268.861,342.865,455.598,457.629,412.912,376.574,341.79,327.291,202.426,176.355,270.533
Bace1,2160.01,2266.43,2210.84,1839.04,1817.68,2079.97,1896.26,1989.74,1970.74,1835.85,2144.49,2281.91,2573.61,2767.1,2567.15,2640.1,2663.9,2650.09,1408.03,1416.63,1294.75,2265.16,2095.09,2423.24
Bace2,121.977,115.438,144.569,124.681,122.316,114.074,127.893,121.283,125.55,112.113,134.903,168.005,261.618,278.881,194.271,250.923,256.594,215.058,18.1151,14.7766,25.9526,118.483,126.975,127.174
Bach1,2332.81,2132.85,2270.79,2735.19,2147.11,2401.02,2717.72,2515.74,2788.84,3256.67,3189.61,3011.17,2288.77,1548.04,2005.15,627.8,627.229,668.687,2752.39,2549.93,2448.2,890.588,906.463,950.335
Bach2,846.579,770.685,719.317,405.213,347.943,383.89,361.543,324.3,306.181,340.651,330.28,302.778,267.036,328.979,300.657,259.779,266.828,331.476,2273.72,2533.23,1666.74,1911.9,1816.45,1803.56
Bach2os,5.08238,3.84793,0,3.89628,1.46194,4.78155,7.37844,7.0309,3.24001,4.31204,0,3.69242,6.19214,1.66994,4.04731,5.90407,0,0.573488,7.13624,6.42461,0,3.06044,3.52709,4.6245
Bad,357.945,353.46,229.194,222.088,317.242,310.801,201.677,229.383,162,205.9,221.737,230.776,390.879,424.166,434.797,497.91,426.194,445.027,273.922,236.426,246.55,376.871,246.897,305.217
Bag1,513.32,523.318,521.857,448.072,673.469,459.712,479.598,444.704,394.471,452.764,649.706,592.633,856.837,738.115,849.357,1122.76,912.334,886.039,601.091,713.132,698.558,735.817,412.67,749.169
Bag2,402.234,296.84,260.929,136.37,140.834,168.037,125.433,145.452,117.45,132.595,147.308,123.696,239.171,338.999,256.715,445.757,403.532,399.721,179.504,169.61,253.759,242.649,257.478,249.723
Bag3,4732.42,4668.09,3980.93,3705.36,4595.87,5041.12,4855.01,4869.77,4638.07,4385.34,4248.67,5119.54,3741.6,3526.92,3714.28,3101.61,3052.08,3416.84,204.206,179.889,384.243,602.47,514.956,670.553
Bag4,745.657,626.663,729.895,596.131,446.868,519.823,521.409,529.514,617.222,404.254,441.924,471.707,650.948,691.357,706.545,703.569,758.085,745.535,795.416,781.233,664.676,739.752,1072.24,908.714
Bag5,1050.6,897.667,807.469,1020.83,831.359,878.439,750.141,785.703,737.912,845.16,727.236,775.408,856.063,806.583,833.168,999.756,951.079,894.642,753.148,745.255,698.558,747.185,613.715,719.11
Bag6,487.182,742.65,581.801,572.753,1085.25,827.208,996.089,1037.94,805.952,909.84,1277.7,1211.11,573.547,526.032,673.01,559.903,443.739,545.387,1357.53,1295.84,1214.73,618.646,539.646,883.28
Bahcc1,63.8927,101.146,84.6255,77.9256,158.377,148.228,179.542,164.347,119.07,191.886,229.49,223.391,233.753,225.442,216.82,168.266,154.98,220.793,2223.76,2177.3,1937.08,414.034,268.059,515.632
Bahd1,802.29,809.165,624.113,631.197,932.72,954.261,846.061,947.413,795.422,797.727,1212.58,932.336,793.367,871.71,830.855,766.545,746.388,821.235,727.347,711.847,536.354,649.251,592.552,931.837
Bai1,93.661,146.221,105.782,85.7181,203.21,165.988,95.9197,180.167,135.27,114.269,207.782,155.082,358.37,315.619,309.33,388.685,320.194,361.871,332.659,276.901,166.529,126.79,112.867,300.593
Bai2,30.4943,72.5609,45.8388,38.9628,94.5391,81.9694,54.1085,81.2947,46.1701,63.6026,94.5872,82.1563,82.0458,100.197,79.2117,109.225,110.387,116.418,406.766,377.125,278.991,151.71,172.828,316.778
Bai3,188.048,202.841,225.668,62.3405,86.742,80.6033,100.839,65.4752,77.7602,113.191,103.891,88.6181,225.239,237.132,258.45,243.051,271.946,338.358,180.602,197.236,170.134,306.918,363.291,291.344
Baiap2,289.695,335.869,313.82,218.192,351.841,300.555,302.516,293.979,244.621,358.977,361.292,356.318,216.725,297.25,249.777,173.186,184.221,213.911,112.533,97.6541,91.5551,116.734,84.6503,145.672
Baiap2l1,270.092,300.688,303.241,214.295,235.373,228.831,122.974,120.404,120.69,67.9146,72.8787,118.157,157.899,275.541,209.304,268.635,246.359,262.084,35.6812,32.1231,33.8826,198.491,165.773,208.103
Baiap2l2,2.90422,2.19882,7.05213,0,6.33509,2.04924,2.45948,3.07602,0.810002,2.15602,0,4.61552,3.09607,3.33989,4.6255,3.93605,2.92415,2.29395,4.39153,5.78215,12.9763,22.7347,14.1084,16.1858
Baiap3,1.45211,4.94734,0,0,2.43657,8.88002,2.45948,2.19716,2.43001,0,0,4.61552,4.6441,1.66994,5.20369,4.92006,3.65518,0.573488,13.1746,8.352,15.8599,6.12088,0,4.6245
Bak1,149.567,167.11,141.043,206.503,208.571,200.142,199.218,178.409,178.2,194.042,201.579,188.313,159.447,115.226,160.158,137.762,162.29,123.873,405.668,434.304,408.754,250.519,134.03,226.601
Bambi,91.4828,65.9645,63.4692,85.7181,52.63,68.3079,73.7844,87.0073,93.9603,111.035,93.0366,92.3105,98.3002,83.4972,109.856,242.067,269.752,197.28,197.07,183.744,196.087,299.049,292.749,289.031
Bambi-ps1,15.2471,12.0935,14.1043,15.5851,22.9038,28.0062,78.7033,64.1569,70.4702,98.0989,122.498,144.927,121.521,73.4775,115.637,49.2006,27.0484,35.5563,46.1111,35.9778,41.8126,54.2135,21.1626,43.9328
Banf1,468.305,432.067,359.659,416.902,518.99,562.174,587.815,481.177,462.511,639.26,677.617,531.708,557.292,469.254,509.383,629.768,562.898,549.402,1319.66,1266.93,1287.54,806.645,578.444,661.304
Bank1,27.59,35.7308,35.2606,23.3777,12.1829,23.9078,22.1353,11.8646,9.72003,7.54607,37.2147,17.539,32.5087,23.3792,24.2839,26.5683,46.0553,46.4525,4.39153,2.56985,4.32544,6.99529,3.52709,4.6245
Banp,134.32,147.87,109.308,120.785,168.611,144.813,150.028,148.967,164.43,188.652,193.826,196.621,161.77,163.654,156.111,292.252,320.194,225.954,314.543,312.879,377.034,261.886,345.655,335.276
Bap1,1056.41,1211.55,930.881,1094.85,1384.46,1489.11,1163.33,1285.78,1122.66,1083.4,1150.55,1172.34,1431.16,1446.17,1449.52,1396.31,1362.65,1360.31,1408.58,1469.31,1322.14,992.457,772.434,1033.58
Bard1,16.6992,18.6899,35.2606,19.4814,21.4418,29.3724,41.8111,44.3825,62.3702,66.8366,68.2269,70.156,72.7576,66.7977,64.757,24.6003,37.2829,26.9539,367.242,341.147,364.779,102.306,123.448,136.423
Barhl1,0.726054,0.549704,0,0,3.4112,0.683079,2.45948,0,0.810002,2.15602,0,0,1.54803,3.33989,1.73456,0,2.19311,1.14698,0.548941,0.642461,0.720906,0,0,0
Barhl2,18.1513,18.6899,17.6303,15.5851,19.0053,32.1047,12.2974,11.8646,8.91002,8.62408,18.6073,5.53863,1.54803,3.33989,1.73456,2.95204,2.19311,1.72046,503.928,431.734,130.484,0,0,0
Barx1,0,0,7.05213,0,0,0.683079,0,0.878862,1.62,2.15602,6.20244,6.46173,0,0,0,0,0,0.573488,1.09788,0,2.88363,0,0,0
Barx2,89.3046,84.1047,109.308,38.9628,45.8076,73.7725,17.2163,24.1687,29.9701,29.1063,15.5061,16.6159,43.3449,46.7584,43.9422,57.0727,40.207,55.0549,10.9788,18.6314,1.44181,7.8697,7.05419,11.5613
Basp1,4264.84,3489.52,3804.62,3717.05,2971.65,3235.06,2437.34,2230.11,2887.66,2394.26,2310.41,2596.69,4637.14,3722.3,3993.54,2892.01,2960.7,2715.47,8701.27,9281.64,7037.49,7018.9,7502.13,9538.03
Batf,7.26054,1.09941,3.52606,15.5851,7.30972,10.9293,4.91896,4.83374,4.05001,5.39005,0,3.69242,2.32205,6.67977,2.31275,4.92006,0.731037,1.14698,2.19577,9.63692,5.04634,1.74882,7.05419,16.1858
Batf2,25.4119,22.5379,3.52606,23.3777,9.25898,15.7108,12.2974,9.22805,7.29002,7.54607,21.7085,7.38484,6.19214,5.00983,15.6111,6.88808,8.0414,3.44093,0,0,0,0.437206,0,4.6245
Batf3,4.35632,3.29822,0,0,4.38583,3.41539,4.91896,19.335,4.86001,9.70209,3.10122,6.46173,11.6103,5.00983,12.1419,3.93605,2.92415,4.58791,13.1746,14.1342,24.5108,5.68367,3.52709,34.6838
Bax,112.538,125.882,109.308,124.681,228.551,112.708,295.137,276.842,223.561,295.375,279.11,273.239,54.1812,41.7486,44.5204,38.3765,73.1037,40.1442,118.022,134.917,96.6014,99.6829,123.448,143.36
Baz1a,252.667,229.776,275.033,424.694,324.552,300.555,314.813,328.694,325.621,321.247,291.515,304.625,94.4301,71.8076,104.074,49.2006,58.4829,68.8186,584.074,557.014,432.544,161.766,130.503,120.237
Baz1b,1385.31,1325.34,1223.54,1418.25,1402.98,1473.4,1470.77,1497.14,1440.99,1583.6,1559.91,1591.43,1008.54,1047.05,1036.69,834.442,942.306,927.904,4845.51,4680.97,4857.47,1431.41,1389.68,1253.24
Baz2a,1033.17,989.467,754.578,946.796,1030.67,1094.29,1266.63,1284.46,1205.28,1426.21,1249.79,1320.96,1113.04,1282.52,1069.07,802.954,856.044,919.875,1654.51,1654.34,1208.96,832.44,723.054,723.734
Baz2b,620.05,639.306,631.165,907.833,639.357,676.248,600.113,694.74,685.262,700.706,646.605,677.559,510.077,596.17,552.169,377.861,404.994,474.848,1383.33,1340.17,1165.71,780.849,804.178,763.043
Bbc3,84.9483,108.292,70.5213,140.266,309.445,202.191,169.704,200.381,95.5803,106.723,279.11,203.083,95.2041,88.507,89.6191,52.1526,56.2898,55.0549,121.865,134.917,106.694,52.0275,24.6897,164.17
Bbip1,588.83,459.553,715.791,557.168,403.497,454.247,339.408,402.519,453.601,389.162,276.009,327.702,424.935,474.264,437.11,570.727,525.615,537.932,565.959,533.243,428.218,696.906,899.409,633.557
Bbox1,1.45211,0,0,0,0.97463,3.41539,2.45948,0,4.05001,2.15602,0,0,0,0,0.578187,0.984012,0,0,2.74471,1.92738,4.32544,2.18603,0,0
Bbs1,215.638,224.829,158.673,136.37,198.337,216.536,213.975,239.929,226.801,210.212,162.814,244.623,303.415,277.211,286.203,295.204,304.842,335.491,599.444,577.573,450.566,306.044,268.059,268.221
Bbs10,106.73,95.0988,88.1516,74.0293,75.0465,88.1171,113.136,84.8102,122.31,109.957,93.0366,117.234,111.458,123.576,108.121,124.97,154.98,158.856,152.606,139.414,196.087,87.8784,109.34,76.3043
Bbs12,72.6054,56.0698,52.891,171.436,125.727,118.856,191.839,191.592,199.261,237.162,165.915,191.083,71.2096,68.4677,71.6952,79.705,78.9519,68.2451,222.321,197.236,247.992,124.166,158.719,127.174
Bbs2,92.9349,109.391,59.9431,81.8219,98.4376,92.8987,95.9197,94.9171,87.4802,107.801,83.733,114.465,91.334,85.1671,91.9318,103.321,121.352,119.286,83.988,84.8049,77.8579,130.725,148.138,136.423
Bbs4,542.362,507.927,479.545,424.694,358.664,477.472,430.409,435.037,506.251,384.85,324.078,373.857,489.179,467.584,465.441,576.631,614.071,551.696,209.696,222.292,196.807,337.96,384.453,307.529
Bbs5,75.5096,54.4207,70.5213,93.5107,41.9091,40.9847,54.1085,44.822,70.4702,45.2764,71.3281,46.1552,20.1244,30.059,29.4876,40.3445,38.7449,43.5851,20.3108,19.9163,21.6272,43.2834,67.0148,41.6205
Bbs7,100.195,84.1047,81.0995,77.9256,95.0264,73.0894,108.217,96.2354,129.6,109.957,96.1379,84.9256,79.7237,83.4972,65.9134,92.4971,106,91.1846,68.0687,59.1065,71.3697,124.166,126.975,83.241
Bbs9,66.797,96.7479,105.782,42.8591,39.9598,41.6678,81.1628,78.2187,74.5202,80.8507,52.7208,84.9256,97.5261,71.8076,94.2446,97.4172,97.2279,101.507,103.201,105.364,94.4387,164.827,176.355,122.549
Bbx,1040.44,941.093,1078.98,1083.17,787.501,870.242,1293.69,1200.97,1348.65,1177.19,1186.22,1096.65,1313.51,1315.92,1188.18,1031.24,1086.32,1148.7,828.353,828.775,1146.24,591.102,631.35,568.814
Bcam,1333.76,2342.84,1748.93,2033.86,3911.68,2555.4,3802.35,4390.8,2990.53,4267.84,5723.3,6392.5,3507.84,3009.24,3891.2,2253.39,2479.68,2268.72,87.8306,89.3021,66.3234,523.772,479.685,721.422
Bcan,283.887,365.004,243.298,144.162,247.556,241.81,95.9197,120.844,73.7102,140.141,227.94,143.081,768.599,693.027,673.588,969.252,959.12,962.313,8.23412,7.06708,8.65088,201.989,151.665,319.091
Bcap29,1057.86,839.948,1195.34,1223.43,778.242,796.47,1067.41,874.028,1026.27,851.628,614.042,795.716,551.1,484.284,539.449,682.904,615.533,651.483,144.372,161.258,190.319,312.165,419.724,275.158
Bcap31,665.791,735.504,687.582,857.181,750.465,585.398,902.629,891.606,967.143,954.039,773.755,932.336,543.36,500.983,576.453,712.425,725.188,691.627,205.853,200.448,235.015,546.507,581.971,423.142
Bcar1,474.839,541.459,363.185,370.146,695.398,705.62,772.276,787.021,666.632,779.401,1093.18,889.873,922.628,781.534,792.695,555.967,518.305,622.235,1242.8,1274.64,1164.26,528.582,359.764,756.106
Bcar3,280.257,281.998,282.085,249.362,207.109,222.684,191.839,208.29,193.591,279.205,263.604,293.547,212.081,242.142,210.46,314.884,318.001,344.093,170.172,159.33,151.39,184.501,218.68,187.292
Bcas1,124.155,104.993,119.886,136.37,105.26,79.2371,157.407,130.072,119.88,171.404,145.757,107.08,463.636,427.506,363.68,406.397,548.277,352.122,9.88095,19.2738,15.139,79.1342,95.2316,92.49
Bcas1os2,0,1.09941,0,3.89628,0,0.683079,0,0.878862,0,0,0,0.923105,0.774017,3.33989,0,0,0.731037,1.72046,0,0,0,0.437206,0,0
Bcas2,404.412,335.869,447.81,366.25,311.394,302.604,275.462,296.177,319.141,316.935,330.28,282.47,282.516,369.058,340.552,334.564,242.704,340.652,482.52,546.735,640.886,406.601,507.902,393.083
Bcas3,372.466,384.243,384.341,272.74,391.314,354.518,349.246,402.519,391.231,385.928,418.665,415.397,465.184,497.643,509.961,535.302,553.395,532.771,227.262,285.253,262.41,305.607,232.788,298.28
Bcas3os1,1.45211,0,0,0,0,0.683079,7.37844,2.19716,0,0,0,0,0,0,0,0,0,0.573488,0,0,0,0,0,0
Bcas3os2,0,1.64911,0,0,0.487315,0,0,0.439431,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bcat1,1055.68,1248.38,1301.12,1254.6,1437.09,1825.19,1470.77,1582.39,1828.99,1562.04,1370.74,1931.14,2707.51,2070.73,2250.31,1339.24,1513.25,1557.02,836.038,839.697,774.253,560.935,610.187,640.493
Bcat2,129.964,111.04,98.7298,120.785,122.803,126.37,159.866,130.95,121.5,143.375,105.442,157.851,219.821,168.664,205.257,176.138,149.131,147.386,90.0264,94.4418,157.158,209.859,190.463,217.352
